code,name,price_שוהם 91,price_per_pack_שוהם 91,promo_price_שוהם 91,price_רעננה 45,price_per_pack_רעננה 45,promo_price_רעננה 45,price_אופקים 47,price_per_pack_אופקים 47,promo_price_אופקים 47,price_לינקולן תל אביב 44,price_per_pack_לינקולן תל אביב 44,promo_price_לינקולן תל אביב 44,price_ברנע 41,price_per_pack_ברנע 41,promo_price_ברנע 41
4135324,פיראוס בולגרית 5% מעודנת,56,56.0,,56,56.0,,56,56.0,,56,56.0,,56,56.0,
4135355,פיראוס בולגרית 3% מעודנת לייט,43,43.0,,,,,,,,,,,,,
4136291,צפתית/מעודנת 5%,68,68.0,,68,68.0,,68,68.0,,68,68.0,,,,
4136833,בולגרית פיראוס %16למעדניה,63,63.0,,63,63.0,,63,63.0,,63,63.0,,63,63.0,
4194529,מחפוד עוף טרי ארוז שלם,25.90,25.9,,25.90,25.9,,25.90,25.9,,25.90,25.9,,25.90,25.9,
4194536,מחפוד חזה עוף טרי ארוז,43.90,43.9,115,43.90,43.9,115,42.90,42.9,115,43.90,43.9,115,43.90,43.9,115
4194543,מחפוד כרעיים עוף טרי ארוז,39.90,39.9,105,39.90,39.9,105,39.90,39.9,105,39.90,39.9,105,39.90,39.9,105
4194550,מחפוד כנפיים עוף טרי ארוז,14.90,14.9,,14.90,14.9,,14.90,14.9,,14.90,14.9,,14.90,14.9,
4194567,מחפוד ירכיים עוף טרי ארוז,39.90,39.9,105,,,,39.90,39.9,105,39.90,39.9,105,,,
4194574,מחפוד שוקיים עוף טרי ארוז,39.90,39.9,,39.90,39.9,,39.90,39.9,,39.90,39.9,,39.90,39.9,
4194598,מחפוד כבד עוף טרי ארוז,34.90,34.9,,,,,34.90,34.9,,34.90,34.9,,,,
4194635,מחפוד שניצל עוף טרי ארוז,44.90,44.9,,,,,,,,,,,,,
4256180,גבינת גאודה חצי קשה,93,93.0,,,,,,,,,,,,,
4256197,גאודה עיזים הולנדית,135,135.0,,,,,,,,,,,135,135.0,
4256685,סטייק אנטריקוט טרי יבוא מוכשר ארגנטיני,169,169.0,149,,,,169,169.0,149,,,,,,
7290004324605,מון בלאן רוקפור 120 גר`,13.50,13.5,,13.50,13.5,,13.50,13.5,,13.50,13.5,,,,
4480349,גאודה עיזים משולש מעדניה גד,150,150.0,,,,,,,,,,,,,
4480363,קאשקבל גלגל מעדניה גד,142,142.0,,,,,,,,,,,,,
4645137,טונה אלבקור פרוס ללא עור רוזנרס פיש,61.90,61.9,,,,,59.90,59.9,,,,,,,
4645175,טונה כהה פרוס עם עור רוזנרס פיש,51.90,51.9,,,,,49.90,49.9,,,,,,,
4649159,בשר  מס`5 צלי כתף,64.90,64.9,,,,,59.90,59.9,,,,,,,
4859831,חזה עוף קפוא,41.90,41.9,,41.90,41.9,,41.90,41.9,,,,,,,
4859954,כנפיים עוף קפוא מוביל,9.90,9.9,,9.90,9.9,,9.90,9.9,,,,,,,
5041198,קבב ביתי קפוא מעדני הטלה (1 קג),59.90,59.9,,,,,59.90,59.9,,59.90,59.9,,,,
7290005079290,גבנצ 15% נעם חריץ מעדנייה,90,90.0,,90,90.0,,90,90.0,,90,90.0,,90,90.0,
5387227,בשר מס 8 שריר זרוע,42.90,42.9,,,,,39.90,39.9,,42.90,42.9,,42.90,42.9,
5719035,פילסברי אוזני המן בטעמים,47,47.0,,,,,47,47.0,,,,,,,
5719318,4 יח`לחמניות המבורגר מאפית,12.90,12.9,,,,,,,,,,,,,
5719394,פילסברי מיני לחמניה המבורגר,3,3.0,,,,,,,,,,,,,
5992667,בולגרית מסורתית מעודנת 5%-16% מעדניה גד,66,66.0,,,,,,,,,,,,,
6131188,פילה סלמון נורווגי,72.90,72.9,,,,,,,,,,,,,
6131447,דג מקרל ארוז,35.90,35.9,,,,,34.90,34.9,,,,,,,
6210210,בורקיטס חלבי בונז`ור,47,47.0,,,,,47,47.0,,,,,,,
6464811,בשר מס` 6 פילה מדומה,51.90,51.9,,,,,49.90,49.9,,51.90,51.9,,51.90,51.9,
6464828,בשר מס` 8 שריר,42.90,42.9,,42.90,42.9,,39.90,39.9,,,,,,,
6511010,פרמז`נו במשקל,99,99.0,,99,99.0,,99,99.0,,99,99.0,,99,99.0,
6707031,עוף קפוא שלם,22.90,22.9,,,,,22.90,22.9,,,,,,,
6707093,שוקיים עוף קפוא,29.90,29.9,,29.90,29.9,,,,,,,,,,
6728265,צלעות ללא עצם מוכשר טרי מ,64.90,64.9,,,,,,,,,,,,,
6739247,פסט. איטלקית זוגלובק,87,87.0,20,87,87.0,20,87,87.0,20,87,87.0,20,87,87.0,20
7290006739544,כתף בקר 3% שומן זוגלובק (300 גרם),32.90,32.9,29.90,32.90,32.9,29.90,31.90,31.9,29.90,32.90,32.9,29.90,32.90,32.9,29.90
6739810,לשון בקר מוביל חלק קפוא,49.90,49.9,,49.90,49.9,,49.90,49.9,,,,,49.90,49.9,
6804051,פילסברי בורקס גבינה,50,50.0,,,,,50,50.0,,,,,,,
6804068,פילסברי בורקס תפוא,50,50.0,,,,,50,50.0,,,,,,,
6804136,פילסברי קרואסון,50,50.0,,,,,50,50.0,,,,,,,
6804143,פילסברי רוגעלך,50,50.0,,,,,50,50.0,,,,,,,
6804334,פילסברי  כריך(ילדים) לבן,2,2.0,,,,,,,,,,,,,
6804426,פילסברי לחמניות  כריך(ילדים) כפרי,2,2.0,,,,,2,2.0,,,,,,,
6804785,פילסברי עוגת שמרים גבינה,21.90,21.9,,,,,,,,,,,,,
6805362,חצי בגט פילסברי,4,4.0,14.90,4,4.0,14.90,4,4.0,14.90,,,,,,
8175760,גבינת מנצ`גו(חלב  כבשים),142,142.0,,,,,142,142.0,,142,142.0,,142,142.0,
8175777,איבריקו ויליפוד,102,102.0,,,,,102,102.0,,102,102.0,,,,
8175906,גאודה מחלב עיזים חצי קשה 32%,115,115.0,,115,115.0,,115,115.0,,,,,,,
8211147,גבינת גאודה חצי קשה,93,93.0,,93,93.0,,93,93.0,,,,,,,
8403238,גבינת ברי איסיני סנט מר במשקל,119,119.0,,,,,,,,,,,,,
8403900,גאודה עגבניות וזיתים-מעדנייה ,142,142.0,,,,,,,,142,142.0,,,,
8403917,גאודה פסטו ירוק-מעדנייה ,177,177.0,,177,177.0,,177,177.0,,177,177.0,,,,
8403931,גאודה כמון-מעדנייה ,145,145.0,,,,,145,145.0,,,,,,,
8462310,סנט מור  במשקל- מעדנייה,129,129.0,,,,,,,,,,,,,
8577267,עוף טרי שלם ארוז,22.90,22.9,19.90,22.90,22.9,19.90,21.90,21.9,19.90,,,,22.90,22.9,19.90
8611695,סטייק טונה חומה עם עור,46.90,46.9,19.90,,,,45.90,45.9,19.90,,,,46.90,46.9,19.90
8611701,סטייק טונה אדומה,55.90,55.9,,,,,54.90,54.9,,,,,55.90,55.9,
8899345,פילסברי לחמניית שמינייה קלועה,4.80,4.8,,,,,,,,,,,,,
8899505,בגט לבן פילסברי,6,6.0,11,6,6.0,11,6,6.0,11,,,,,,
7290008899512,פילסברי בגט כפרי,6,6.0,11,6,6.0,11,,,,,,,,,
8899611,פילסברי בורקס תורכי גבינה,50,50.0,,,,,,,,,,,,,
8899628,פילסברי בורקס תורכי תפוא,50,50.0,,,,,,,,,,,,,
8899642,פילסברי בורקס תורכי פטריות,50,50.0,,,,,,,,,,,,,
32147230,מיץ לימון 200 מל,9.90,9.9,,,,,,,,9.90,9.9,,9.90,9.9,
40084107,קינדר ביצת הפתעה,6.90,6.9,,6.90,6.9,,6.90,6.9,,6.90,6.9,,6.90,6.9,
59039549,ווג פריזון לייט,51,51.0,45.90,,,,,,,51,51.0,45.90,51,51.0,45.90
59085645,דאודורנט רול און אסאי (50 מל),16.90,16.9,,,,,,,,,,,16.90,16.9,
72917329,חטיף אגוזי עלית (45 גרם),4.80,4.8,,4.80,4.8,,4.80,4.8,15,4.80,4.8,,4.80,4.8,
72917367,חטיף טעמי עלית (40 גרם),4.80,4.8,,4.80,4.8,,4.80,4.8,15,4.80,4.8,,4.80,4.8,
72918388,טוויסט,4.80,4.8,,4.80,4.8,,4.80,4.8,15,4.80,4.8,,,,
72940754,מילקי וניל,3.20,3.2,,3.20,3.2,,3.20,3.2,,3.20,3.2,,3.20,3.2,
72940761,מילקי שוקו,3.20,3.2,,3.20,3.2,,3.20,3.2,,3.20,3.2,,3.20,3.2,
72940952,מילקי פי 2 קצפת,4,4.0,,4,4.0,,4,4.0,,4,4.0,,4,4.0,
72941041,מילקי מיני שוקולד,2.20,2.2,,2.20,2.2,,2.20,2.2,,2.20,2.2,,2.20,2.2,
72961506,יוגורט פרילי תות 1.5% שומן 125 גרם,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,
72961520,יוגורט פרילי אננס 1.5 שומן 125 גרם,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,,,,
72961544,באדי יוגרט תות גביע 125 ג %3,3.80,3.8,,3.80,3.8,,3.80,3.8,,3.80,3.8,,3.80,3.8,
72963753,שמנת אורגינל של פעם 27% 200 מל,5.10,5.1,,5.10,5.1,,5.10,5.1,,5.10,5.1,,5.10,5.1,
72964132,יוגורט פרילי טבע 1.9% שומן 200 גרם,6.30,6.3,,6.30,6.3,,6.30,6.3,,,,,6.30,6.3,
72964422,יוגורט פרחים 4.5% שומן 200 גרם,3.90,3.9,,3.90,3.9,,3.90,3.9,,3.90,3.9,,3.90,3.9,
72986240,באדי מעדן שוקו גביע %1.5שומן 125 גרם בדצ,3.80,3.8,,3.80,3.8,,3.80,3.8,,3.80,3.8,,,,
72986370,גלידת פיינטים וניל צרפתי בן אנד גריס,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
72986424,גלידת פיינטים קרם עוגיות,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
72986448,גלידת פיינטים טופי קרנץ,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
72986479,גלידת פיינטים צאנקי מנקי,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
72989425,גלידת פיינטים שוקולד בראוניס,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
72991008,חטיף פסק זמן מגדים,5.50,5.5,,5.50,5.5,,5.50,5.5,,5.50,5.5,,5.50,5.5,
72991374,טיים רד,39.50,39.5,36.50,,,,39.50,39.5,36.50,,,,39.50,39.5,36.50
72991381,טיים 100 ארוך בודד,39.50,39.5,36.50,,,,39.50,39.5,36.50,,,,,,
72991886,גלידת פיינטים בן אנד גריס פיינט 500 מל,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
72994818,שמרים טריים בקובייה שמרית (25  גרם)כשל,2,2.0,,2,2.0,,2,2.0,,2,2.0,,2,2.0,
80050025,טיק טק תפוז,4.90,4.9,,,,,,,,4.90,4.9,,4.90,4.9,
80050124,טיק טק מנטה,4.90,4.9,,4.90,4.9,,4.90,4.9,,4.90,4.9,,4.90,4.9,
80052760,בואנו קינדר בודד,6.90,6.9,,6.90,6.9,,6.90,6.9,,6.90,6.9,,6.90,6.9,
80136194,חטיף היפו אגוזי לוז 5 יח,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,
80176800,ממרח אגוזי לוז נוטלה (750 גרם),31.90,31.9,,31.90,31.9,,31.90,31.9,,31.90,31.9,,31.90,31.9,
80177173,ממרח אגוזי לוז נוטלה (350 גרם),19.90,19.9,,19.90,19.9,,19.90,19.9,,19.90,19.9,,19.90,19.9,
80177609,קינדר שוקולד 50 גר,6.90,6.9,,6.90,6.9,,6.90,6.9,,6.90,6.9,,6.90,6.9,
80177616,אצבעות שוקולד קינדר (8 יח` - 100 גרם),10.90,10.9,,10.90,10.9,,,,,10.90,10.9,,10.90,10.9,
80310167,קינדר מקסי שישיה,12.90,12.9,10.90,12.90,12.9,10.90,12.90,12.9,10.90,12.90,12.9,10.90,12.90,12.9,10.90
80771418,טיק טק מנדרינה ולימון ליים,4.90,4.9,,4.90,4.9,,,,,4.90,4.9,,4.90,4.9,
80773429,מסטיק מנטוס פיור פרש בטעם תות ללס 60 ג,12.90,12.9,22,12.90,12.9,22,11.90,11.9,22,12.90,12.9,22,12.90,12.9,22
80773443,מסטיק מנטוס בטעם מנטה עדין ללס,12.90,12.9,22,12.90,12.9,22,11.90,11.9,22,12.90,12.9,22,12.90,12.9,22
80785385,טיק טק מנטה עדין,7.90,7.9,,7.90,7.9,,,,,7.90,7.9,,7.90,7.9,
80790990,מסטיק מנטוס טעם פירות מנטה ללס,12.90,12.9,22,12.90,12.9,22,11.90,11.9,22,12.90,12.9,22,12.90,12.9,22
80798026,טיק טק פטל לימון,7.90,7.9,,7.90,7.9,,,,,7.90,7.9,,7.90,7.9,
80831402,סוכריות מנטוס מנטה עדינה ללס clean bera,7.90,7.9,12,,,,,,,,,,7.90,7.9,12
80832560,סוכריות מנטוס פירות יער ללס,7.90,7.9,12,,,,,,,,,,,,
80854753,סוכריות מנטוס מנטה ללס,7.90,7.9,12,,,,6.90,6.9,12,,,,,,
80906056,קינדר ביצת הפתעה סופרייז נטונס,6.90,6.9,,,,,6.90,6.9,,6.90,6.9,,6.90,6.9,
80913467,מסטיק מנטוס טעם מנטה ללס 60 גר,12.90,12.9,22,12.90,12.9,22,11.90,11.9,22,12.90,12.9,22,12.90,12.9,22
80936848,טיק טק תות שדה,4.90,4.9,,4.90,4.9,,,,,4.90,4.9,,4.90,4.9,
85942677,נייר קצר  לגלגול+ פילטר,6,6.0,,,,,,,,,,,,,
87108538,סוכריות לעיסה בטעם תות מנטוס (37.5 גרם),5.40,5.4,,,,,4.90,4.9,,5.40,5.4,,5.40,5.4,
87108651,מנטוס רביעיה,16.90,16.9,,16.90,16.9,,15.90,15.9,,16.90,16.9,,16.90,16.9,
87108712,מנטוס רביעיה,16.90,16.9,,16.90,16.9,,15.90,15.9,,16.90,16.9,,,,
87342970,דאב דאו רול און מלפפון 0% אלומניום 50 מ,16.90,16.9,,16.90,16.9,,16.90,16.9,,,,,,,
87366440,סוכריות מנטוס ריינבואו גליל,5.40,5.4,,,,,4.90,4.9,,,,,5.40,5.4,
90162602,משקה אנרגיה רד בול (250 מל),6.50,6.5,,,,,6.50,6.5,15.90,6.50,6.5,,6.50,6.5,
90162800,רד בול משקה אנרגיה 250 מל ללס,6.50,6.5,,,,,6.50,6.5,15.90,6.50,6.5,,6.50,6.5,
90446269,משקה אנרגיה רד בול (250 מל),6.50,6.5,,,,,6.50,6.5,15.90,6.50,6.5,,6.50,6.5,
90474798,משקה אנרגיה רד בול ענבים (250 מל),6.50,6.5,,,,,,,,6.50,6.5,,6.50,6.5,
7290010945,מטען בית אייפון USB,39.90,39.9,,,,,,,,,,,,,
7290011964,כבל סלרה טייפ סי,29.90,29.9,,,,,,,,,,,,,
9800800056,נוטלה אנד גו 52 גרם,7.90,7.9,,7.90,7.9,,7.90,7.9,,7.90,7.9,,7.90,7.9,
11210000032,טבסקו משפחתי,49.90,49.9,,49.90,49.9,,,,,,,,49.90,49.9,
11210000094,טבסקו 60 מל,13.90,13.9,,,,,,,,13.90,13.9,,,,
11210607040,טבסקו מעושן 60 מל,13.90,13.9,,,,,13.90,13.9,20,,,,13.90,13.9,
16000185517,פייבר וואן 555 גר`,25.90,25.9,,25.90,25.9,,25.90,25.9,,25.90,25.9,,,,
16000423534,נייטשר וואלי 210  גר`שיבולת שועל ושוקולד,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33
16000548404,נייטשר וואלי 210  גר`שיבולת שועל ודבש,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33
16000548503,נייטשר וואלי 210  גר`מייפל וסוכר חום,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33
16000548909,נייטשר וואלי 210  גר`מעורב,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33,15.90,15.9,33,,,
16229924263,קרם קוקוס 250 מל Aroy D,10.90,10.9,,10.90,10.9,,10.90,10.9,,10.90,10.9,,,,
18000703494,תערובת להכנת עוגת וניל פילסברי (500 גרם),19.40,19.4,,19.40,19.4,,,,,,,,19.40,19.4,
22200956949,ספיד סטיק 24/7 ג`ל כתום 85 גר`,19.90,19.9,,,,,,,,,,,19.90,19.9,
25675120006,חמצוצים 4 צבעים 100 גרם,12.50,12.5,,12.50,12.5,,12.50,12.5,,12.50,12.5,,,,
25675120020,מקלות חמוצות 100,12.50,12.5,,12.50,12.5,,12.50,12.5,,12.50,12.5,,12.50,12.5,
25675120037,מקלות חמוצות 100,12.50,12.5,,12.50,12.5,,12.50,12.5,,12.50,12.5,,12.50,12.5,
25675120044,מקלות חמוצות 100,12.50,12.5,,,,,12.50,12.5,,12.50,12.5,,12.50,12.5,
25675120068,מקלות חמוצות 100,12.50,12.5,,12.50,12.5,,12.50,12.5,,12.50,12.5,,,,
33200147701,קלין סנטסיישנס ורוד דפים למייבש פרש 100,24.90,24.9,,,,,,,,,,,,,
33617000026,וואזה מקמח מלא 260גר,15.90,15.9,,15.90,15.9,,15.90,15.9,14.90,15.90,15.9,,,,
34000148301,נטיפי שוקולד מריר לאפייה 340 גר הרשי,22.40,22.4,,22.40,22.4,,21.90,21.9,,22.40,22.4,,22.40,22.4,
34000250103,ריסז קרמל 39גר`,6.90,6.9,,,,,,,,6.90,6.9,,,,
36000183399,האגיס ליטל סווימרס S,31.90,31.9,,,,,,,,,,,,,
36000516876,ממחטות לושן שלוש שכבות בקוביה קלינקס (75,13.90,13.9,9.90,,,,,,,13.90,13.9,9.90,,,
37600309417,סקיפי חמאת בוטנים עם שברי בוטנים 454 גר`,22.90,22.9,,22.90,22.9,,22.90,22.9,,22.90,22.9,,22.90,22.9,
37600309424,סקיפי חמאת בוטנים עם שברי בוטנים 454 גר`,22.90,22.9,,,,,22.90,22.9,,22.90,22.9,,22.90,22.9,
41390001079,רוטב סויה דל נתרן קיקומן (444 מל),22.90,22.9,,22.90,22.9,,22.90,22.9,,22.90,22.9,,22.90,22.9,
41390010309,רוטב טריאקי קיקומן (444 מל),22.90,22.9,,,,,,,,22.90,22.9,,22.90,22.9,
46214372250,עוגיות שטרודל תפוח עץ מרבה (225 גרם),10.90,10.9,,,,,10.90,10.9,20,,,,,,
46214731552,עוגיות שוקולד צ`יפס מרבה (225 גרם),10.90,10.9,,10.90,10.9,,10.90,10.9,20,10.90,10.9,,10.90,10.9,
46214930207,מרבה עוגיות ריינבו עם סוכריות צבעוניות,10.90,10.9,,10.90,10.9,,,,,,,,10.90,10.9,
50000032648,פנסי פיסט נתחי בשר ועוף,6.30,6.3,,,,,,,,,,,,,
50000051472,פריסקיז מעדני הבית 1.45,39.90,39.9,,,,,39.90,39.9,,39.90,39.9,,39.90,39.9,
50000084500,פריסקיז נתחי ברבקיו,37.90,37.9,,,,,,,,,,,,,
50000100347,פריסקיז מעדני חתול,37.90,37.9,,,,,37.90,37.9,,37.90,37.9,,37.90,37.9,
50000429240,פנסי פיסט פטה גריל קצוץ,6.30,6.3,,,,,,,,,,,,,
50000445691,פריסקיז נתחי עוף וסלומון 156 גר`,7.30,7.3,,,,,,,,7.30,7.3,,,,
50000836123,פנסי פיסט גריל טונה,6.30,6.3,,,,,,,,,,,,,
51500255162,חמאת בוטנים ג`יפ חלקה 454 גרם,19.90,19.9,,19.90,19.9,,19.90,19.9,15.90,19.90,19.9,,19.90,19.9,
51500255377,חמאת בוטנים ג`יפ עם שברי בוטנים 454 גר`,19.90,19.9,,19.90,19.9,,19.90,19.9,15.90,19.90,19.9,,19.90,19.9,
55369902557,רביעות רסק תפוחי עץ ממותק בסגנון ביתי 45,14.90,14.9,,14.90,14.9,,13.90,13.9,,14.90,14.9,,,,
55369902564,רסק תפוחי עץ ללתס רביעייה 452 גר` אלפסנ,14.90,14.9,,,,,13.90,13.9,,14.90,14.9,,,,
55369903820,אפלסנקס שישיות רסק תפוע אגס ללתס,22.90,22.9,,22.90,22.9,,,,,,,,22.90,22.9,
64144030941,תרסיס שמן פאם (340 מל),19.90,19.9,9.90,19.90,19.9,9.90,19.90,19.9,9.90,19.90,19.9,9.90,19.90,19.9,9.90
64144090020,תרסיס שמן זית פאם (148 מל),21.40,21.4,,,,,20.90,20.9,18.90,21.40,21.4,,21.40,21.4,
64144090051,תרסיס שמן קנולה פאם (148 מל),21.40,21.4,,21.40,21.4,,20.90,20.9,18.90,21.40,21.4,,,,
76840002542,גלידת פיינטים נטפליקס וצילד,21.90,21.9,40,,,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
76840100156,גלידת פיינט צ`רי צ`רי דרים,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,21.90,21.9,,,,
76840100583,גלידה וניל+בצק  עוגיות ושוקולד ציפס 473ג,21.90,21.9,40,21.90,21.9,,,,,21.90,21.9,,21.90,21.9,
76840100811,גלידת פיינטים חמאת בוטנים מצופים בן אנד,21.90,21.9,40,,,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
76840101542,גלידת פיינטים קרמל,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,,,,21.90,21.9,
76840400218,גלידת פיינטים בן אנד גריס פיינט תות,21.90,21.9,40,,,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
77245110610,סוכריות ללס בטעם מנטה מאסט (80 גרם),9.90,9.9,,9.90,9.9,,9.90,9.9,15,9.90,9.9,,9.90,9.9,
77343000233,נרות חימום מנורה שי נר) (50,11.90,11.9,,,,,,,,11.90,11.9,,11.90,11.9,
77343001100,נר נשמה מנורה 26 שעות,3.30,3.3,,3.30,3.3,,,,,3.30,3.3,,,,
77975022757,סניידרס שברי בייגלה אמריקאי 382 גר`,20.90,20.9,,,,,,,,20.90,20.9,,,,
77975094631,סניידרס בייגלה במילוי קרם צ`דר ( 226 גר`,20.90,20.9,,20.90,20.9,,19.90,19.9,18.90,20.90,20.9,,20.90,20.9,
77975095263,סניידרס שברי בייגל בטעם צ`דר,20.90,20.9,,20.90,20.9,,19.90,19.9,18.90,20.90,20.9,,20.90,20.9,
77975095270,סניידרס דבש וחרדל 319 גר`,20.90,20.9,,20.90,20.9,,19.90,19.9,18.90,20.90,20.9,,20.90,20.9,
80518532743,בלון פסטל שמחה זה אנחנו) (50,11.90,11.9,,,,,11.90,11.9,,11.90,11.9,,,,
80518532859,שקית בלונים,20.90,20.9,,20.90,20.9,,20.90,20.9,,,,,,,
85696607207,טופו מורינו במרקם רך 340 גר,15.90,15.9,,15.90,15.9,,15.90,15.9,,15.90,15.9,,15.90,15.9,
85696608044,טופו מורינו מוצק (349 גרם),15.90,15.9,,15.90,15.9,,15.90,15.9,,15.90,15.9,,15.90,15.9,
608011104269,חלה מיוחדת מתוקה לשבת וחג,12.90,12.9,,,,,,,,,,,,,
613008742409,אריזונה אפרסק ליטר,12,12.0,,,,,,,,,,,,,
613008753320,אריזונה ג`נסנג ודבש בקבוק 450 מל,9,9.0,,,,,,,,,,,,,
613008755461,אריזונה אוכמניות ליטר,12,12.0,,,,,,,,12,12.0,,,,
630456002343,טונה ויקטורי בהירה בשמן צמחי רביעייה,21.90,21.9,19.90,21.90,21.9,19.90,21.90,21.9,11.90,21.90,21.9,19.90,21.90,21.9,19.90
649870165701,חטיף נייטיב לכלב סושי 80 גר,15.90,15.9,,,,,,,,,,,,,
649870166098,נייטיב עוף ברוטב לחתול 85 גר,4.90,4.9,20,,,,,,,4.90,4.9,20,,,
649870166135,נייטיב טונה ברוטב לחתול,4.90,4.9,20,,,,,,,,,,,,
649870166142,נייטיב פטה עוף גור חתולים,4.90,4.9,20,,,,,,,,,,,,
649870166159,נייטיב פטה בקר לחתול,4.90,4.9,20,,,,,,,4.90,4.9,20,,,
649870166166,נייטיב פטה עוף לחתול בוגר,4.90,4.9,20,,,,,,,,,,,,
649870166173,נייטיב פטהברווז חתולים,4.90,4.9,20,,,,,,,,,,,,
651080647519,ג`ורדן פלקרס קיסם עם חוט-מנטה,12.90,12.9,,12.90,12.9,,12.90,12.9,,12.90,12.9,,,,
675696264823,אננס חתוך מוקפא 600  גר`פרוט לנד,18.90,18.9,,,,,,,,18.90,18.9,,,,
675696264878,מיקס טרופי מוקפא 600  גר`פרוט לנד,18.90,18.9,,,,,,,,,,,,,
693493139120,גלידה גן עדן פיסטוק 350 גר`,33.90,33.9,,,,,,,,33.90,33.9,,,,
693493139137,גלידה גן עדן שוקולד 350 גר`,33.90,33.9,,,,,,,,33.90,33.9,,,,
693493239462,מזגן נייד TPA-9000HCB קור /חום,888,888.0,,,,,,,,888,888.0,,,,
693493250832,חול לחתול מודיפיי בנטונייט 5קג`,39.90,39.9,,,,,,,,,,,,,
693493256971,שמן זית כתית מעולה 750 מל ויקטורי,39.90,39.9,55,39.90,39.9,55,39.90,39.9,14.90,39.90,39.9,55,39.90,39.9,55
693493257008,פטריות שמפניון שלמות 400 גר` ויקטורי,8,8.0,20,8,8.0,20,8,8.0,20,8,8.0,20,8,8.0,20
710069006867,עוגיות סנדוויץ וניל במילוי קרם וניל,3.90,3.9,10,,,,,,,,,,,,
717273504875,מיונז טבעוני ללא גלוטן 460  גר`AG,22.90,22.9,,,,,,,,22.90,22.9,,,,
726529637267,צהובה פרוסות בסגנון הולנדי,26.90,26.9,,,,,26.90,26.9,,26.90,26.9,,,,
753182231761,בלו סיקס ללס 250 מל,4,4.0,10,,,,4,4.0,10,4,4.0,10,4,4.0,10
768404001640,גלידת פיינטים בטעם קפה,21.90,21.9,40,21.90,21.9,,21.90,21.9,40,21.90,21.9,,21.90,21.9,
783495092445,פופקורן קולנוע 200 גר`,11.90,11.9,,11.90,11.9,,,,,11.90,11.9,,,,
783495524182,מארז פטריות חתוך שלישייה ויקטורי,13.90,13.9,10.90,13.90,13.9,10.90,13.90,13.9,10.90,13.90,13.9,10.90,13.90,13.9,10.90
783495617679,עגבניות חתוכות דק מארז שלישייה ויקטו,11.90,11.9,,,,,11.90,11.9,,11.90,11.9,,11.90,11.9,
786150000274,בירה לף בראון (330 מל),9.90,9.9,,,,,,,,9.90,9.9,,9.90,9.9,
